"species" "yearbirth" "littersizebirth" "littersizeweaning" "sexratiobirth" "sexratioweaning" "survlitter48h" "survlitterweaning" "survlittersexmat" "agedam" "agemaxdam" "agesire" "agemaxsire"
"617" "Vvariegata" 2002 2 2 0.5 0.5 1 1 1 7 20.7 10 23.6
"618" "Vvariegata" 1997 1 1 0 0 1 1 1 8 26.71 8 21.96
"619" "Vvariegata" 1995 1 0 1 NA NA NA NA 4 17.58 3 17.91
"620" "Vvariegata" 1994 2 1 0 0 0.5 0.5 0.5 5 26.71 5 21.96
"621" "Vvariegata" 2008 2 2 0 0 1 1 1 6 13.7 7 14.74
"622" "Vvariegata" 1978 1 1 0 0 1 1 1 3 17.57 7 29.54
"623" "Vvariegata" 2006 3 2 0.333333333333333 0 1 0.666666666666667 0.666666666666667 6 15.03 7 16.6
"624" "Vvariegata" 1991 1 1 0 0 1 1 1 6 30.64 8 14.67
"625" "Vvariegata" 1998 1 1 1 1 1 1 1 3 20.73 4 21.81
"626" "Vvariegata" 2002 2 2 0 0 1 1 1 13 16.1 9 22.79
"627" "Vvariegata" 2001 4 0 0.25 NA 0 0 0 5 19.81 5 19.81
"628" "Vvariegata" 2001 2 0 1 NA 0 0 0 3 17.64 4 18.51
"629" "Vvariegata" 2002 1 1 1 1 1 1 1 8 14.53 8 15.51
"630" "Vvariegata" 2002 2 1 0 0 NA NA NA 6 19.74 4 10.64
"631" "Vvariegata" 1987 1 1 0 0 1 1 1 3 7.96 6 8.38
"632" "Vvariegata" 1994 2 2 0.5 0.5 1 1 1 9 26.68 10 11.66
"633" "Vvariegata" 1996 3 3 1 1 1 1 1 4 12.74 14 33.73
"634" "Vvariegata" 1985 1 1 1 1 1 1 1 3 3.25 4 4.18
"635" "Vvariegata" 1992 5 0 0.6 NA 0.8 0 0 3 26.72 7 23.53
"636" "Vvariegata" 1987 4 3 0.25 0.25 1 0.75 0.75 8 8.29 8 36.73
"637" "Vvariegata" 1993 3 3 0.666666666666667 0.666666666666667 1 1 1 6 21.32 4 5.3
"638" "Vvariegata" 1993 1 0 0 NA NA NA NA 8 13.09 5 24.99
"639" "Vvariegata" 2003 2 2 1 1 1 1 1 17 23.53 14 23.85
"640" "Vvariegata" 1986 3 1 1 1 0.666666666666667 0.333333333333333 0.333333333333333 3 14.68 3 9.37
"641" "Vvariegata" 2004 1 1 1 1 1 1 1 9 20.7 9 20.61
"642" "Vvariegata" 1981 3 3 0.333333333333333 0.333333333333333 1 1 1 11 30.93 10 21.19
"643" "Vvariegata" 1987 2 2 0.5 0.5 1 1 1 12 17.57 16 29.54
"644" "Vvariegata" 1997 2 2 0.5 0.5 1 1 1 2 4.49 10 28.7
"645" "Vvariegata" 1985 1 1 0 0 1 1 1 17 29.15 14 22.61
"646" "Vvariegata" 1996 1 1 0 0 1 1 1 3 22.79 3 20.53
"647" "Vvariegata" 1995 2 2 0 0 1 1 1 10 29.98 10 23.53
"648" "Vvariegata" 2004 2 2 0.5 0.5 1 1 1 8 19.64 18 24.18
"649" "Vvariegata" 1989 5 3 0.6 0.666666666666667 0.6 0.6 0.6 10 14.82 10 17.98
"650" "Vvariegata" 1977 2 0 0 NA 0 0 0 3 11.93 7 35.64
"651" "Vvariegata" 2008 1 1 0 0 1 1 1 14 18.16 15 19.16
"652" "Vvariegata" 2002 1 1 1 1 1 1 1 5 7.13 11 18.83
"653" "Vvariegata" 1988 4 4 0.25 0.25 1 1 1 9 10.31 11 29.03
"654" "Vvariegata" 1979 1 0 0 NA 0 0 0 3 32.19 8 21.19
"655" "Vvariegata" 1984 2 2 0.5 0.5 1 1 1 4 28.35 4 28.01
"656" "Vvariegata" 1996 1 1 0 0 1 1 0 5 18.45 5 13.62
"657" "Vvariegata" 2011 1 1 0 0 1 1 1 10 14.61 7 11.67
"658" "Vvariegata" 1987 1 1 0 0 1 1 1 17 22.89 7 12.08
"659" "Vvariegata" 2007 2 2 1 1 1 1 1 8 16.69 6 14.64
"660" "Vvariegata" 1977 1 1 1 1 1 1 1 7 13.79 7 29.73
"661" "Vvariegata" 2002 1 1 1 1 1 1 1 5 18.64 15 28.64
"662" "Vvariegata" 1991 1 1 1 1 1 1 1 13 35.76 4 28.63
"663" "Vvariegata" 1986 2 1 0.5 1 0.5 0.5 0.5 4 19.59 8 28.04
"664" "Vvariegata" 2002 1 1 0 0 1 1 1 22 28.35 22 28.01
"665" "Vvariegata" 1995 1 1 0 0 1 1 1 5 6.78 5 16.38
"666" "Vvariegata" 1996 2 2 1 1 1 1 1 5 24.61 6 25.67
"667" "Vvariegata" 2013 2 0 0.5 NA 1 0 0 9 11.76 13 15.51
"668" "Vvariegata" 1995 1 1 0 0 1 1 1 6 26.67 5 14
"669" "Vvariegata" 1989 1 1 1 1 1 1 1 6 23.49 7 20.56
"670" "Vvariegata" 2007 1 1 0 0 1 1 1 14 22.69 5 8.24
"671" "Vvariegata" 1983 3 0 0.666666666666667 NA 0.666666666666667 0 0 7 32.19 5 28.04
"672" "Vvariegata" 2006 1 1 1 1 1 1 1 10 19.69 17 26.73
"673" "Vvariegata" 2005 4 0 0.75 NA 0.5 0 0 11 18.16 12 19.16
"674" "Vvariegata" 2000 2 2 0.5 0.5 1 1 1 9 9.88 13 28.23
"675" "Vvariegata" 1983 3 2 0.333333333333333 0 0.666666666666667 0.666666666666667 0.666666666666667 11 22.27 5 8.38
"676" "Vvariegata" 1983 4 1 1 1 0.5 0.25 0.25 4 26.71 4 9.23
"677" "Vvariegata" 1995 2 2 0.5 0.5 1 1 1 5 12.36 4 24.67
"678" "Vvariegata" 1989 1 1 0 0 1 1 1 7 21.12 7 17.41
"679" "Vvariegata" 1987 2 1 0.5 0 1 0.5 0.5 4 6.97 10 23.18
"680" "Vvariegata" 1990 2 2 1 1 1 1 1 7 21.39 10 24.45
"681" "Vvariegata" 1997 1 1 1 1 1 1 1 10 12.13 20 23.18
"682" "Vvariegata" 1996 4 4 0.5 0.5 1 1 1 7 20.36 5 24.68
"683" "Vvariegata" 2002 1 1 1 1 1 1 1 12 23.59 11 24.23
"684" "Vvariegata" 2009 1 0 0 NA 1 0 0 2 8.68 10 16.7
"685" "Vvariegata" 1990 2 2 0 0 1 1 1 7 23.49 8 20.56
"686" "Vvariegata" 2002 2 2 0 0 1 1 1 8 12.1 14 27.68
"687" "Vvariegata" 2011 2 2 1 1 1 1 1 20 24.72 7 11.67
"688" "Vvariegata" 2004 2 2 1 1 1 1 1 8 19.69 15 26.73
"689" "Vvariegata" 2006 1 1 1 1 1 1 1 12 12.1 18 27.68
"690" "Vvariegata" 2010 2 2 0 0 1 1 1 4 9.74 19 24.23
"691" "Vvariegata" 2000 3 3 1 1 1 1 1 4 19.69 11 26.73
"692" "Vvariegata" 1990 2 2 0 0 1 1 1 5 30.65 3 8.41
"693" "Vvariegata" 2007 1 1 1 1 1 1 1 13 13 8 16.7
"694" "Vvariegata" 1993 2 2 0 0 1 1 1 9 21.78 9 13.66
"695" "Vvariegata" 2002 3 3 0.666666666666667 0.666666666666667 1 1 1 8 13 5 11.07
"696" "Vvariegata" 1997 2 2 1 1 1 1 1 2 5.93 10 28.7
"697" "Vvariegata" 1985 1 1 1 1 1 1 1 15 22.89 5 12.08
"698" "Vvariegata" 1995 2 2 0.5 0.5 1 1 1 6 26.58 5 25.71
"699" "Vvariegata" 2001 2 1 1 1 1 0.5 0.5 7 21.68 4 13.49
"700" "Vvariegata" 1998 1 0 0 NA 0 0 0 8 25.7 8 25.7
"701" "Vvariegata" 1999 3 2 0.333333333333333 0 0.666666666666667 0.666666666666667 0.666666666666667 8 24.72 7 13.78
"702" "Vvariegata" 1982 2 1 0.5 1 1 0.5 0.5 8 11.93 5 29.03
"703" "Vvariegata" 2006 2 2 0.5 0.5 1 1 0.5 13 22.7 18 23.74
"704" "Vvariegata" 1996 2 0 1 NA 1 0 0 5 24.69 4 11.44
"705" "Vvariegata" 1998 3 0 0.333333333333333 NA 0 0 0 5 20.21 6 23.68
"706" "Vvariegata" 2010 1 0 0 NA 1 0 0 14 19.71 11 16.69
"707" "Vvariegata" 2007 2 2 1 1 1 1 1 5 8.8 5 13.69
"708" "Vvariegata" 2002 2 1 0 0 1 0.5 0.5 13 22.56 15 19.38
"709" "Vvariegata" 2000 1 1 1 1 1 1 1 15 29.98 15 23.53
"710" "Vvariegata" 2002 1 1 0 0 1 1 1 5 18.67 10 23.6
"711" "Vvariegata" 1996 1 1 0 0 1 1 1 5 24.69 4 23.66
"712" "Vvariegata" 1981 1 1 0 0 1 1 0 6 12.82 3 26.17
"713" "Vvariegata" 1996 2 2 0 0 1 1 1 5 8.86 5 14.59
"714" "Vvariegata" 1995 3 3 0.333333333333333 0.333333333333333 1 1 1 12 23.69 5 12.93
"715" "Vvariegata" 1990 4 0 0.5 NA 0.25 0 0 6 31.76 12 24.08
"716" "Vvariegata" 2009 2 0 0.5 NA 1 0 0 6 6.48 7 12.21
"717" "Vvariegata" 2012 1 1 1 1 1 1 1 13 16.7 26 29.66
"718" "Vvariegata" 2007 1 1 1 1 1 1 1 14 22.56 13 15.36
"719" "Vvariegata" 2008 2 2 0.5 0.5 1 1 1 4 11.71 4 11.71
"720" "Vvariegata" 1998 2 0 0.5 NA 1 0 0 3 20.71 13 30.65
"721" "Vvariegata" 1983 2 1 0 0 1 0.5 0 8 17.57 12 29.54
"722" "Vvariegata" 2009 2 2 0.5 0.5 1 1 1 10 16.69 8 14.64
"723" "Vvariegata" 1993 2 2 0 0 1 1 1 8 30.64 10 14.67
"724" "Vvariegata" 2000 1 1 1 1 1 1 1 6 21.71 10 25.67
"725" "Vvariegata" 1990 1 0 1 NA 0 0 0 4 9.48 5 23.3
"726" "Vvariegata" 2000 2 0 0.5 NA 0 0 0 23 27.19 19 34.74
"727" "Vvariegata" 2009 3 1 1 1 1 0.333333333333333 0.333333333333333 16 22.7 16 22.79
"728" "Vvariegata" 1999 2 2 0.5 0.5 1 1 1 14 29.98 14 23.53
"729" "Vvariegata" 1992 2 0 1 NA 0 0 0 3 26.67 5 22.27
"730" "Vvariegata" 2009 2 1 0.5 0 1 0.5 0.5 4 10.68 15 18.28
"731" "Vvariegata" 1996 2 2 1 1 1 1 1 7 16.1 21 24.6
"732" "Vvariegata" 1993 2 2 0 0 1 1 1 9 24.98 10 20.19
"733" "Vvariegata" 1996 3 3 0.666666666666667 0.666666666666667 1 1 1 16 28.35 16 28.01
"734" "Vvariegata" 1994 1 1 1 1 1 1 1 5 26.58 4 25.71
"735" "Vvariegata" 1992 3 3 1 1 1 1 1 14 35.76 5 28.63
"736" "Vvariegata" 1997 1 1 0 0 1 1 1 7 9.89 4 22.68
"737" "Vvariegata" 2013 2 2 1 1 1 1 1 8 10.71 32 32.1
"738" "Vvariegata" 1989 3 2 0.666666666666667 0.5 0.666666666666667 0.666666666666667 0.666666666666667 5 31.76 11 24.08
"739" "Vvariegata" 2008 5 5 0.8 0.8 1 1 1 9 16.73 9 16.7
"740" "Vvariegata" 1991 1 0 1 NA 1 0 0 18 21.7 15 24.3
"741" "Vvariegata" 1996 3 1 1 1 0.333333333333333 0.333333333333333 0.333333333333333 5 24.72 4 13.78
"742" "Vvariegata" 1992 1 1 0 0 1 1 1 18 22.07 11 29.07
"743" "Vvariegata" 2012 2 2 0.5 0.5 1 1 1 8 11.72 16 19.67
"744" "Vvariegata" 1999 1 1 1 1 1 1 1 6 11.46 5 21.66
"745" "Vvariegata" 1998 2 1 0 0 1 0.5 0.5 3 20.64 5 22.57
"746" "Vvariegata" 1991 1 1 0 0 1 1 1 5 9.79 7 31.74
"747" "Vvariegata" 1992 2 2 0.5 0.5 1 1 1 3 26.68 8 13.91
"748" "Vvariegata" 2001 1 1 1 1 1 1 1 7 14.53 7 15.51
"749" "Vvariegata" 2007 3 0 1 NA 0.666666666666667 0 0 5 13.7 6 14.83
"750" "Vvariegata" 2010 6 6 0.5 0.5 1 1 1 4 5.61 6 11.69
"751" "Vvariegata" 1983 2 1 1 1 1 0.5 0.5 2 22.89 5 28.04
"752" "Vvariegata" 1994 1 1 0 0 1 1 1 5 26.67 7 22.27
"753" "Vvariegata" 1996 1 1 0 0 1 1 1 18 29.04 15 29.07
"754" "Vvariegata" 1983 3 2 0.333333333333333 0 0.666666666666667 0.666666666666667 0.666666666666667 8 12.82 3 30.78
"755" "Vvariegata" 2011 2 2 1 1 1 1 1 6 10.71 30 32.1
"756" "Vvariegata" 1980 2 2 1 1 1 1 1 8 19.28 4 24.3
"757" "Vvariegata" 2010 2 2 0 0 1 1 1 10 15.51 5 10.64
"758" "Vvariegata" 1990 1 1 0 0 1 1 0 17 21.7 14 24.3
"759" "Vvariegata" 2004 3 3 0.666666666666667 0.666666666666667 1 1 1 5 16.73 5 16.7
"760" "Vvariegata" 2007 1 1 0 0 1 1 1 14 22.68 5 13.79
"761" "Vvariegata" 1984 1 1 0 0 1 1 1 7 38.76 6 11.76
"762" "Vvariegata" 2004 1 1 0 0 1 1 1 9 20.71 5 16.72
"763" "Vvariegata" 1987 2 2 0.5 0.5 1 1 1 4 30.09 3 5.15
"764" "Vvariegata" 1992 2 1 0 0 NA NA NA 9 11.08 8 10.07
"765" "Vvariegata" 1997 2 2 0.5 0.5 1 1 1 10 11.26 2 20.21
"766" "Vvariegata" 1976 1 1 0 0 1 1 1 5 7.9 5 12.5
"767" "Vvariegata" 2001 3 3 0.666666666666667 0.666666666666667 1 1 1 6 20.63 9 9.79
"768" "Vvariegata" 1991 1 1 0 0 1 1 1 6 30.73 5 11.85
"769" "Vvariegata" 1977 1 1 0 0 1 1 1 9 29.15 6 22.61
"770" "Vvariegata" 1984 3 3 1 1 1 1 0.666666666666667 14 30.93 13 21.19
"771" "Vvariegata" 1994 2 2 0 0 1 1 1 7 22.61 8 19.66
"772" "Vvariegata" 1997 4 4 0.25 0.25 1 1 1 6 24.69 19 23.08
"773" "Vvariegata" 2002 1 1 0 0 1 1 1 4 17.6 10 23.7
"774" "Vvariegata" 2009 3 3 0.333333333333333 0.333333333333333 1 1 1 10 16.17 13 19.79
"775" "Vvariegata" 2002 1 1 1 1 1 1 1 13 26.72 3 16.79
"776" "Vvariegata" 2011 3 2 0.333333333333333 0 1 0.666666666666667 0.666666666666667 18 22.7 18 22.79
"777" "Vvariegata" 2010 1 0 0 NA 0 0 0 8 13.79 17 17.16
"778" "Vvariegata" 1990 2 0 0.5 NA 0.5 0 0 3 18.38 7 9.37
"779" "Vvariegata" 1981 4 3 0.75 0.666666666666667 0.75 0.75 0.75 10 44.64 11 20.88
"780" "Vvariegata" 1987 1 1 1 1 1 1 1 5 27.91 6 14.74
"781" "Vvariegata" 1996 2 0 0.5 NA 0 0 0 3 7.27 25 29.54
"782" "Vvariegata" 1979 2 2 1 1 1 1 1 8 44.64 9 20.88
"783" "Vvariegata" 1988 1 0 1 NA 1 0 0 14 22.07 7 29.07
"784" "Vvariegata" 2010 2 0 0.5 NA 0 0 0 14 19.69 15 20.63
"785" "Vvariegata" 2012 1 1 1 1 1 1 1 5 8.68 8 9.12
"786" "Vvariegata" 1999 2 2 0.5 0.5 1 1 1 13 23.53 10 23.85
"787" "Vvariegata" 2004 2 2 0.5 0.5 1 1 1 7 18.64 17 28.64
"788" "Vvariegata" 1986 3 0 0.666666666666667 NA 1 0 0 8 35.76 7 8.66
"789" "Vvariegata" 1981 1 1 1 1 1 1 1 7 22.07 7 10.01
"790" "Vvariegata" 2000 1 0 1 NA 1 0 0 7 9.55 7 7.67
"791" "Vvariegata" 1997 2 1 0.5 1 1 0.5 0.5 9 10.73 14 30.09
"792" "Vvariegata" 1992 1 0 0 NA 0 0 0 3 17.3 7 23.53
"793" "Vvariegata" 2001 1 1 1 1 1 1 1 8 22.56 7 15.36
"794" "Vvariegata" 1985 2 0 0.5 NA 0.5 0 0 3 6.04 6 9.23
"795" "Vvariegata" 1996 2 1 0 0 NA NA NA 5 24.56 6 25.73
"796" "Vvariegata" 2000 1 1 1 1 1 1 1 7 11.46 7 22.72
"797" "Vvariegata" 2001 1 0 1 NA 0 0 0 15 22.21 16 22.7
"798" "Vvariegata" 2009 3 2 0.333333333333333 0.5 0.666666666666667 0.666666666666667 0.666666666666667 7 13.7 8 14.83
"799" "Vvariegata" 2014 2 0 1 NA 1 0 0 3 4.61 14 15.7
"800" "Vvariegata" 1987 2 0 1 NA 1 0 0 17 19.11 4 26.11
"801" "Vvariegata" 1998 2 2 0 0 1 1 1 5 22.79 5 20.53
"802" "Vvariegata" 1991 3 2 0.666666666666667 0.5 1 0.666666666666667 0.666666666666667 8 23.49 9 20.56
"803" "Vvariegata" 2004 2 2 1 1 1 1 1 15 26.67 14 14
"804" "Vvariegata" 2012 1 0 1 NA 0 0 0 6 9.75 6 9.75
"805" "Vvariegata" 2013 2 2 1 1 1 1 1 5 7.79 10 12.51
"806" "Vvariegata" 2009 2 2 0 0 1 1 0 6 7.23 8 14.22
"807" "Vvariegata" 2005 1 1 1 1 1 1 1 9 19.69 10 20.63
"808" "Vvariegata" 1993 3 3 1 1 1 1 1 4 6.05 4 5.35
"809" "Vvariegata" 1991 1 1 1 1 1 1 1 8 23.69 3 3.48
"810" "Vvariegata" 1978 2 2 0.5 0.5 1 1 1 4 33.39 10 23.75
"811" "Vvariegata" 2013 2 2 1 1 1 1 0 9 11.72 17 19.67
"812" "Vvariegata" 2014 2 2 0.5 0.5 1 1 1 6 7.72 8 9.68
"813" "Vvariegata" 1990 1 1 0 0 1 1 1 12 29.04 9 29.07
"814" "Vvariegata" 1996 3 3 0.333333333333333 0.333333333333333 1 1 0.666666666666667 13 23.69 6 12.93
"815" "Vvariegata" 1989 1 1 0 0 1 1 1 5 21.78 5 13.66
"816" "Vvariegata" 1985 1 1 1 1 1 1 1 6 26.3 7 26.17
"817" "Vvariegata" 1996 2 0 0.5 NA 0 0 0 8 27.68 11 30.65
"818" "Vvariegata" 1994 1 0 1 NA 1 0 0 7 10.23 7 9.12
"819" "Vvariegata" 1993 3 3 0.666666666666667 0.666666666666667 1 1 1 11 12.01 5 9.61
"820" "Vvariegata" 2001 2 0 0 NA 0 0 0 10 9.88 14 28.23
"821" "Vvariegata" 2000 1 1 1 1 1 1 1 6 9.21 8 23.67
"822" "Vvariegata" 2008 1 1 1 1 1 1 0 23 23.33 7 14.22
"823" "Vvariegata" 2010 1 1 0 0 1 1 0 14 19.7 12 17.74
"824" "Vvariegata" 1976 2 2 0.5 0.5 1 1 1 6 22.89 6 35.64
"825" "Vvariegata" 1997 1 1 1 1 1 1 0 10 18.38 11 16.36
"826" "Vvariegata" 2009 2 0 0.5 NA 0.5 0 0 6 12.7 13 19.67
"827" "Vvariegata" 2009 1 0 1 0 1 0 0 11 11.45 8 14.22
"828" "Vvariegata" 1975 2 2 1 1 1 1 1 5 22.89 5 35.64
"829" "Vvariegata" 1983 1 1 0 0 1 1 1 5 17.26 5 12.56
"830" "Vvariegata" 2005 2 1 1 1 1 0.5 0.5 3 13.73 7 14.52
"831" "Vvariegata" 1988 2 2 0.5 0.5 1 1 1 6 27.91 7 14.74
"832" "Vvariegata" 1988 2 2 1 1 1 1 1 5 21.39 4 13.66
"833" "Vvariegata" 1997 3 1 0.666666666666667 0 1 0.333333333333333 0.333333333333333 4 22.7 14 20.19
"834" "Vvariegata" 1992 2 0 1 NA 0 0 0 6 9.48 14 24.08
"835" "Vvariegata" 1992 1 1 1 1 1 1 1 5 10.23 5 9.12
"836" "Vvariegata" 1977 1 0 0 NA 0 0 0 4 21.7 5 8.37
"837" "Vvariegata" 1998 3 0 0.666666666666667 NA NA NA NA 12 23.53 9 23.85
"838" "Vvariegata" 1992 1 1 1 1 1 1 1 9 23.49 10 20.56
"839" "Vvariegata" 1986 2 2 1 1 1 1 1 4 33.75 6 35.68
"840" "Vvariegata" 1988 2 2 0.5 0.5 1 1 1 3 26.68 4 11.66
"841" "Vvariegata" 1994 2 2 1 1 1 1 1 2 12.74 12 33.73
"842" "Vvariegata" 2009 1 1 1 1 1 1 1 5 11.71 5 11.71
"843" "Vvariegata" 1996 2 1 0.5 0 1 0.5 0.5 6 6.72 6 16.38
"844" "Vvariegata" 2000 2 2 0 0 1 1 1 9 24.72 9 17.03
"845" "Vvariegata" 1992 3 3 0 0 1 1 1 10 27.91 11 14.74
"846" "Vvariegata" 1985 2 2 0.5 0.5 1 1 1 10 17.57 14 29.54
"847" "Vvariegata" 1987 2 2 0.5 0.5 1 1 1 3 6.04 5 33.73
"848" "Vvariegata" 2001 1 1 0 0 1 1 1 21 28.35 21 28.01
"849" "Vvariegata" 1977 3 2 1 1 0.666666666666667 0.666666666666667 0.666666666666667 3 33.39 9 23.75
"850" "Vvariegata" 1991 4 0 0.75 NA 1 0 0 14 27.19 10 34.74
"851" "Vvariegata" 1996 1 1 1 1 1 1 1 7 26.71 7 21.96
"852" "Vvariegata" 2003 3 3 0 0 1 1 1 11 11.59 10 22.73
"853" "Vvariegata" 1996 1 1 0 0 1 1 1 4 9.51 7 7.35
"854" "Vvariegata" 1999 1 1 1 1 1 1 1 3 19.69 10 26.73
"855" "Vvariegata" 2010 2 2 0.5 0.5 1 1 1 14 19.68 9 14.72
"856" "Vvariegata" 1995 2 1 0 0 1 0.5 0.5 5 6.72 5 16.38
"857" "Vvariegata" 1987 1 0 1 NA 1 0 0 2 29.98 6 12.11
"858" "Vvariegata" 1991 2 2 0 0 1 1 1 8 11.08 7 10.07
"859" "Vvariegata" 1986 2 1 0.5 1 0.5 0.5 0.5 3 11.08 3 9.37
"860" "Vvariegata" 1990 1 1 1 1 1 1 1 8 14.79 6 7.69
"861" "Vvariegata" 1994 1 0 0 NA 0 0 0 8 9.48 16 24.08
"862" "Vvariegata" 1994 2 2 0.5 0.5 1 1 1 6 9.12 6 27.68
"863" "Vvariegata" 2009 4 0 0.75 NA 0 0 0 4 10.68 3 9.72
"864" "Vvariegata" 2010 1 1 1 1 1 1 1 7 12.7 14 19.67
"865" "Vvariegata" 1980 1 1 1 1 1 1 1 12 29.15 9 22.61
"866" "Vvariegata" 2006 2 2 1 1 1 1 1 13 22.56 12 15.36
"867" "Vvariegata" 1981 2 0 0 NA 1 0 0 5 28.65 6 24.6
"868" "Vvariegata" 1987 1 1 1 1 1 1 1 13 22.07 6 29.07
"869" "Vvariegata" 1999 1 0 1 NA 1 0 0 6 9.55 6 7.67
"870" "Vvariegata" 1985 1 0 0 NA 1 0 0 15 26.13 15 35.64
"871" "Vvariegata" 2007 1 1 1 1 1 1 0 10 15.01 10 15.38
"872" "Vvariegata" 2009 1 1 1 1 1 1 1 15 21.69 16 19.16
"873" "Vvariegata" 1987 1 1 0 0 1 1 1 6 16.75 17 29.73
"874" "Vvariegata" 1996 3 3 0 0 1 1 1 11 13.09 8 24.99
"875" "Vvariegata" 1995 2 1 1 1 1 0.5 0.5 8 11.46 15 30.78
"876" "Vvariegata" 1991 2 0 1 NA 1 0 0 2 23.04 13 24.08
"877" "Vvariegata" 2003 3 3 0.333333333333333 0.333333333333333 1 1 0.666666666666667 7 19.64 17 24.18
"878" "Vvariegata" 1998 2 0 0.5 NA 0.5 0 0 21 27.19 17 34.74
"879" "Vvariegata" 2007 3 0 1 NA 1 0 0 16 18.45 3 11.59
"880" "Vvariegata" 1984 3 2 0.666666666666667 0.5 1 0.666666666666667 0.666666666666667 10 33.39 16 23.75
"881" "Vvariegata" 1999 3 3 1 1 1 1 1 15 24.75 15 19.77
"882" "Vvariegata" 1990 5 3 0.6 0.666666666666667 0.6 0.6 0.6 4 23.53 7 7.38
"883" "Vvariegata" 1998 3 3 1 1 1 1 1 5 9.04 3 3.59
"884" "Vvariegata" 1997 1 0 1 NA 1 0 0 2 20.73 3 21.81
"885" "Vvariegata" 1991 1 1 0 0 1 1 1 4 22.25 13 23.08
"886" "Vvariegata" 2004 3 3 0.666666666666667 0.666666666666667 1 1 1 9 20.71 5 16.69
"887" "Vvariegata" 1986 1 1 0 0 1 1 1 4 11.16 6 31.28
"888" "Vvariegata" 1987 2 2 0.5 0.5 1 1 1 2 30.64 4 14.67
"889" "Vvariegata" 1985 1 1 1 1 1 1 1 11 30.82 10 27.13
"890" "Vvariegata" 2007 1 1 0 0 1 1 1 3 11.67 4 12.78
"891" "Vvariegata" 1986 2 2 0.5 0.5 1 1 1 6 28.35 6 28.01
"892" "Vvariegata" 2004 3 3 1 1 1 1 1 9 20.64 11 22.57
"893" "Vvariegata" 2010 2 0 1 NA 1 0 0 7 7.23 9 14.22
"894" "Vvariegata" 2001 2 2 1 1 1 1 1 11 12.36 10 24.67
"895" "Vvariegata" 1975 2 2 0 0 1 1 1 4 7.9 4 12.5
"896" "Vvariegata" 2006 1 0 0 NA 0 0 0 10 12.07 7 16.75
"897" "Vvariegata" 2007 2 0 0 NA 0 0 0 4 12.7 11 19.67
"898" "Vvariegata" 2008 2 2 1 1 1 1 1 17 19.81 16 19.46
"899" "Vvariegata" 2009 1 1 1 1 1 1 1 21 27.68 21 22.94
"900" "Vvariegata" 1994 1 1 0 0 1 1 1 9 13.09 6 24.99
"901" "Vvariegata" 1981 2 2 1 1 1 1 1 9 22.27 5 25.74
"902" "Vvariegata" 1987 2 2 0 0 1 1 1 3 22.04 4 10.13
"903" "Vvariegata" 1993 3 3 0.666666666666667 0.666666666666667 1 1 1 13 15.13 6 27.32
"904" "Vvariegata" 1986 1 1 0 0 1 1 1 16 19.11 3 26.11
"905" "Vvariegata" 1986 3 3 0.666666666666667 0.666666666666667 1 1 1 3 23.49 4 20.56
"906" "Vvariegata" 2010 3 3 1 1 1 1 1 14 15.25 5 6.69
"907" "Vvariegata" 2008 2 2 0.5 0.5 1 1 1 14 21.68 11 13.49
"908" "Vvariegata" 2004 3 3 1 1 1 1 1 9 20.62 4 15.72
"909" "Vvariegata" 2012 1 1 1 1 1 1 0 7 10.68 18 18.28
"910" "Vvariegata" 1989 3 3 0.333333333333333 0.333333333333333 1 1 1 9 28.35 9 28.01
"911" "Vvariegata" 2008 1 1 1 1 1 1 1 4 11.66 9 16.67
"912" "Vvariegata" 1988 2 0 1 NA 0 0 0 4 24.47 7 13.3
"913" "Vvariegata" 1992 2 1 1 1 1 0.5 0.5 7 13.09 4 24.99
"914" "Vvariegata" 1996 1 1 0 0 1 1 1 5 24.7 8 25.12
"915" "Vvariegata" 1997 1 0 0 NA 1 0 0 13 24.98 14 20.19
"916" "Vvariegata" 2000 4 4 0.75 0.75 1 1 1 5 20.69 5 20.71
"917" "Vvariegata" 2009 2 1 0.5 0 0.5 0.5 0.5 3 9.7 16 16.76
"918" "Vvariegata" 2004 1 1 0 0 1 1 1 6 17.64 7 18.51
"919" "Vvariegata" 2012 1 1 1 1 1 1 1 6 9.14 10 13.64
"920" "Vvariegata" 2005 2 2 1 1 1 1 1 4 14.61 5 9.67
"921" "Vvariegata" 1992 2 2 1 1 1 1 1 5 22.25 14 23.08
"922" "Vvariegata" 1999 3 3 1 1 1 1 0.666666666666667 12 22.25 21 23.08
"923" "Vvariegata" 1982 3 3 0.666666666666667 0.666666666666667 1 1 0.666666666666667 3 7.41 3 36.72
"924" "Vvariegata" 1999 2 2 0.5 0.5 1 1 1 9 11.73 8 12.48
"925" "Vvariegata" 2004 3 3 1 1 1 1 1 10 13 7 11.07
"926" "Vvariegata" 1994 3 0 0.666666666666667 NA 0.333333333333333 0 0 4 6.72 4 16.38
"927" "Vvariegata" 1978 1 0 1 NA 0 0 0 7 44.64 7 11.16
"928" "Vvariegata" 1998 1 1 0 0 1 1 1 9 26.71 9 21.96
"929" "Vvariegata" 1982 2 2 1 1 1 1 1 5 27.19 5 9.47
"930" "Vvariegata" 2001 4 0 1 NA 0.75 0 0 10 24.61 11 25.67
"931" "Vvariegata" 2007 1 1 1 1 1 1 1 23 31.76 22 23.3
