"species" "yearbirth" "littersizebirth" "littersizeweaning" "sexratiobirth" "sexratioweaning" "survlitter48h" "survlitterweaning" "survlittersexmat" "agedam" "agemaxdam" "agesire" "agemaxsire"
"1236" "Vvariegata" 1986 3 3 0.333333333333333 0.333333333333333 1 1 1 5 34.75 4 17.78
"1237" "Vvariegata" 2010 2 2 0.5 0.5 1 1 1 6 11.66 11 16.67
"1238" "Vvariegata" 1993 2 2 0.5 0.5 1 1 1 5 27.68 8 30.65
"1239" "Vvariegata" 2007 2 2 1 1 1 1 1 9 17.76 7 10.84
"1240" "Vvariegata" 1982 3 2 0.333333333333333 0 0.666666666666667 0.666666666666667 0.666666666666667 12 30.93 11 21.19
"1241" "Vvariegata" 2006 3 1 1 1 1 0.333333333333333 0.333333333333333 8 17.63 19 28.23
"1242" "Vvariegata" 2000 2 2 0 0 1 1 1 4 7.31 5 19.5
"1243" "Vvariegata" 2013 2 2 0.5 0.5 1 1 1 16 17.16 4 6.61
"1244" "Vvariegata" 1995 1 1 0 0 1 1 1 6 12.34 10 23.53
"1245" "Vvariegata" 2001 1 0 1 NA 1 0 0 5 19.69 12 26.73
"1246" "Vvariegata" 1999 2 2 1 1 1 1 1 21 35.76 12 28.63
"1247" "Vvariegata" 1990 3 1 0.666666666666667 1 0.333333333333333 0.333333333333333 0.333333333333333 6 6.04 8 33.73
"1248" "Vvariegata" 2005 3 1 0.333333333333333 1 1 0.333333333333333 0.333333333333333 11 21.02 6 16.7
"1249" "Vvariegata" 1995 1 1 0 0 1 1 1 6 20.36 4 24.68
"1250" "Vvariegata" 2013 3 3 0.333333333333333 0.333333333333333 1 1 0.666666666666667 7 9.74 22 24.23
"1251" "Vvariegata" 1986 2 0 0 NA 1 0 0 3 30.09 2 5.15
"1252" "Vvariegata" 1989 2 0 1 NA 0 0 0 5 22.57 6 18.96
"1253" "Vvariegata" 2001 2 0 1 NA 1 0 0 8 11.46 8 22.68
"1254" "Vvariegata" 1998 1 1 0 0 1 1 1 11 28.66 14 31.71
"1255" "Vvariegata" 1998 2 0 0 NA 0 0 0 5 22.68 10 11.95
"1256" "Vvariegata" 2009 2 1 0.5 1 NA NA NA 9 15.51 8 14.83
"1257" "Vvariegata" 1999 1 1 1 1 1 1 1 4 20.71 4 19.18
"1258" "Vvariegata" 1983 3 3 0.666666666666667 0.666666666666667 1 1 1 4 8.29 4 36.73
"1259" "Vvariegata" 1985 1 0 0 NA 1 0 0 2 11.33 6 36.7
"1260" "Vvariegata" 1987 2 0 0.5 NA 0 0 0 8 15.99 7 26.76
"1261" "Vvariegata" 1988 1 1 1 1 1 1 1 2 9.48 3 23.3
"1262" "Vvariegata" 2004 1 1 1 1 1 1 1 16 19.31 17 19.64
"1263" "Vvariegata" 2011 2 1 0.5 0 NA NA NA 5 9.75 4 8.69
"1264" "Vvariegata" 1996 2 2 0.5 0.5 1 1 1 7 12.34 11 23.53
"1265" "Vvariegata" 2008 3 0 0.666666666666667 NA 1 0 0 12 19.69 19 26.73
"1266" "Vvariegata" 2009 1 1 0 0 1 1 1 14 20.7 14 20.61
"1267" "Vvariegata" 2005 1 1 1 1 1 1 1 10 20.7 13 23.72
"1268" "Vvariegata" 1991 1 1 1 1 1 1 1 4 28.73 4 19.38
"1269" "Vvariegata" 2006 3 3 0.666666666666667 0.666666666666667 1 1 1 7 16.7 7 16.64
"1270" "Vvariegata" 1988 2 1 0.5 0 1 0.5 0.5 8 28.35 8 28.01
"1271" "Vvariegata" 1979 4 4 0.75 0.75 1 1 1 9 30.93 8 21.19
"1272" "Vvariegata" 2015 4 2 0.5 0.5 0.75 0.5 0 8 8.82 10 10.59
"1273" "Vvariegata" 1993 1 1 1 1 1 1 1 7 14.28 8 15.5
"1274" "Vvariegata" 1993 3 3 0.666666666666667 0.666666666666667 1 1 1 4 20.36 11 33.73
"1275" "Vvariegata" 1994 1 1 1 1 1 1 1 12 12.01 6 9.61
"1276" "Vvariegata" 2004 2 0 0.5 NA 0 0 0 13 19.81 12 19.46
"1277" "Vvariegata" 1980 1 1 0 0 1 1 1 8 22.27 4 25.74
"1278" "Vvariegata" 1989 4 3 0.5 0.333333333333333 0.75 0.75 0.75 8 28.29 9 26.76
"1279" "Vvariegata" 2014 3 1 0.666666666666667 1 0.333333333333333 0.333333333333333 0.333333333333333 9 10.68 8 9.72
"1280" "Vvariegata" 2006 4 3 1 1 1 0.75 0.75 15 19.81 14 19.46
"1281" "Vvariegata" 1988 2 1 0.5 0 1 0.5 0.5 11 38.76 10 11.76
"1282" "Vvariegata" 1987 2 2 0.5 0.5 1 1 1 3 31.73 4 32.69
"1283" "Vvariegata" 2008 2 1 0 0 0.5 0.5 0.5 14 21.02 9 16.7
"1284" "Vvariegata" 1996 1 1 1 1 1 1 1 14 14.79 3 20.53
"1285" "Vvariegata" 1996 3 2 1 1 1 0.666666666666667 0.666666666666667 4 16.24 4 19.34
"1286" "Vvariegata" 1999 2 2 1 1 1 1 1 3 19.64 13 24.18
"1287" "Vvariegata" 1998 3 1 0.666666666666667 1 1 0.333333333333333 0.333333333333333 7 19.81 6 19.46
"1288" "Vvariegata" 2005 1 1 1 1 1 1 1 19 23.53 16 23.85
"1289" "Vvariegata" 2003 1 0 0 NA 0 0 0 13 22.38 7 19.77
"1290" "Vvariegata" 2013 2 2 0.5 0.5 1 1 1 20 22.68 11 13.79
"1291" "Vvariegata" 1988 2 2 0.5 0.5 1 1 1 13 17.57 17 29.54
"1292" "Vvariegata" 2001 1 1 1 1 1 1 1 23 35.76 14 28.63
"1293" "Vvariegata" 1993 2 0 1 NA 0.5 0 0 4 26.67 6 22.27
"1294" "Vvariegata" 1997 4 4 0.25 0.25 1 1 1 8 16.1 22 24.6
"1295" "Vvariegata" 2012 2 0 0.5 NA 1 0 0 11 14.83 12 15.84
"1296" "Vvariegata" 1984 1 1 0 0 1 1 1 8 12.11 6 10.02
"1297" "Vvariegata" 1977 2 2 1 1 1 1 1 7 22.89 7 35.64
"1298" "Vvariegata" 1986 1 1 1 1 1 1 1 9 27.19 9 9.47
"1299" "Vvariegata" 1994 1 1 1 1 1 1 1 9 30.64 11 14.67
"1300" "Vvariegata" 2008 2 0 1 NA 0 0 0 3 5.61 8 15.84
"1301" "Vvariegata" 2003 2 2 0.5 0.5 1 1 1 9 21.68 6 13.49
"1302" "Vvariegata" 1997 1 0 1 NA 0 0 0 2 20.71 12 30.65
"1303" "Vvariegata" 1998 5 5 0.8 0.8 1 1 1 9 16.1 23 24.6
"1304" "Vvariegata" 1986 2 1 0 0 0.5 0.5 0.5 10 32.19 8 28.04
"1305" "Vvariegata" 1987 3 2 0.333333333333333 0 1 0.666666666666667 0.666666666666667 8 26.3 3 28.1
"1306" "Vvariegata" 2001 1 1 0 0 1 1 1 5 19.64 15 24.18
"1307" "Vvariegata" 1989 2 2 0.5 0.5 1 1 1 5 31.75 6 32.7
"1308" "Vvariegata" 1988 1 1 0 0 1 1 1 7 34.75 6 17.78
"1309" "Vvariegata" 1996 1 0 1 NA NA NA NA 7 26.67 6 14
"1310" "Vvariegata" 1988 4 0 0.5 NA 0 0 0 3 30.73 2 11.85
"1311" "Vvariegata" 1993 4 0 0.25 NA 0.25 0 0 4 12.34 8 23.53
"1312" "Vvariegata" 1984 2 1 0.5 1 0.5 0.5 0.5 3 3.78 3 3.76
"1313" "Vvariegata" 1986 1 1 1 1 1 1 1 2 7.96 5 8.38
"1314" "Vvariegata" 1996 2 0 0.5 NA 1 0 0 5 7.44 5 24.26
"1315" "Vvariegata" 1994 3 3 1 1 1 1 1 10 31.76 9 23.3
"1316" "Vvariegata" 1981 1 1 1 1 1 1 1 4 38.76 10 22.61
"1317" "Vvariegata" 2008 1 0 0 NA 0 0 0 6 13.7 7 14.43
"1318" "Vvariegata" 2006 1 1 1 1 1 1 1 9 15.01 9 15.38
"1319" "Vvariegata" 2003 2 2 1 1 1 1 1 3 15.75 12 17.03
"1320" "Vvariegata" 1997 1 0 1 NA 0 0 0 3 18.16 4 19.16
"1321" "Vvariegata" 2003 2 2 1 1 1 1 1 12 19.81 11 19.46
"1322" "Vvariegata" 2009 1 1 1 1 1 1 1 13 19.7 11 17.74
"1323" "Vvariegata" 1999 2 1 1 1 0.5 0.5 0.5 9 25.7 9 25.7
"1324" "Vvariegata" 2006 2 2 0.5 0.5 1 1 1 3 7.23 5 14.22
"1325" "Vvariegata" 2005 3 0 0.333333333333333 NA 0.333333333333333 0 0 9 19.7 7 17.74
"1326" "Vvariegata" 2004 2 2 1 1 1 1 1 13 18.45 13 13.62
"1327" "Vvariegata" 2000 2 2 0 0 1 1 1 14 23.53 11 23.85
"1328" "Vvariegata" 1977 1 0 1 NA 1 0 0 6 44.64 7 20.88
"1329" "Vvariegata" 1995 3 3 0 0 1 1 1 6 22.56 8 19.38
"1330" "Vvariegata" 2003 2 2 0.5 0.5 1 1 1 8 20.62 3 15.72
"1331" "Vvariegata" 1986 3 0 0.333333333333333 NA 0 0 0 5 18.99 5 34.73
"1332" "Vvariegata" 1976 2 0 0.5 NA 0 0 0 4 20.63 4 8.37
"1333" "Vvariegata" 2002 2 0 0.5 NA 0 0 0 19 23.69 12 12.93
"1334" "Vvariegata" 1994 2 0 1 NA 0 0 0 3 17.35 3 11.95
"1335" "Vvariegata" 2010 4 3 0.25 0.333333333333333 0.75 0.75 0.75 14 19.81 14 19.81
"1336" "Vvariegata" 1993 3 3 0.333333333333333 0.333333333333333 1 1 1 6 18.07 11 28.76
"1337" "Vvariegata" 1994 3 3 0.666666666666667 0.666666666666667 1 1 1 7 11.25 7 28.7
"1338" "Vvariegata" 2008 3 3 0.666666666666667 0.666666666666667 1 1 1 9 16.7 9 16.64
"1339" "Vvariegata" 2011 4 3 0.25 0 0.75 0.75 0.75 7 11.71 7 11.71
"1340" "Vvariegata" 2008 1 1 1 1 1 1 1 13 20.71 13 19.18
